zcr,rms,spec_centroid,spec_contrast,spec_rolloff,mfcc_1,mfcc_2,mfcc_3,label
1.072609046321152,1.0311922779581095,1.268749662469738,0.39180007115469945,0.9066966465330681,1.020379654456522,0.2576156455384266,-1.0219059351208828,0
0.16856107475900536,1.6574170264232535,1.1905939824105312,0.1264755794663139,0.7950818186670229,0.8671273161011174,0.1496119181448186,0.7908364014054233,0
0.7525561062252695,0.14815032509345266,1.2383651657247836,0.200973587108314,1.3435052417806757,0.47044642957860755,0.3971606870583084,-0.5252836563955806,0
0.7822805366982104,0.6198128662368523,0.7000239898498156,0.26678008563116595,0.38087651214484397,0.37817414794895177,0.6276076293824224,-0.3132190015820773,0
1.7134613766569395,1.1580605276023062,1.816402155300162,0.22620449150753313,1.5593003652557578,0.8560574329808776,0.00809435515139055,-1.140831132462228,0
0.7799520916815258,0.7286541362003173,0.9141558978446984,0.6031749507962294,0.5024803072453783,0.614080992362181,0.6222939526785136,-0.03791134111636242,0
0.46099267996053006,0.21370009398161843,0.6247666536089073,0.3521990108914485,0.45784570906058875,0.39870976633366556,0.8082589598978114,-0.7117902016381731,0
1.2566786755088422,0.745003823833325,1.0710505320448043,0.3728648674118481,0.7600537609856569,0.7476629933401435,0.6841631561295047,-0.32942274494211327,0
0.7880178198542469,0.43081250927176407,0.8508689376915467,0.5880116669539917,0.5773014430948042,0.5624609783646637,0.2261242837195915,-0.17786154412505858,0
1.1711044123011776,0.7932925587239473,0.7591567378728764,0.39480868980659867,0.28085232296516927,0.7979775451179607,0.6663747826479951,-0.392243089716258,0
-0.059240416146266385,0.859811931344801,0.21538555252420197,0.40776010906498567,-0.11094209137879134,0.4226992745715529,-0.013361350234657387,0.21765217484843583,0
0.8188408790166453,0.8264061854899344,1.104147546523429,0.5117232938672102,0.7771096911435427,0.7917468352319569,0.673425788711254,-0.27464540709508517,0
0.23898207852405268,0.8799107233574662,-0.016713763911094578,0.700348742906358,-0.39692966330863844,0.5436816707562235,0.590832324376012,-0.1205025735152038,0
1.1754508490102908,0.6542093687973676,1.6239370374943622,0.45742835777991053,1.101413377944492,0.7411794551365833,0.5361161129493031,-0.3669317937793401,0
0.788769601785036,-0.009591347449232332,1.5934991213211749,0.05378267207862126,1.7936594630437257,0.1707369737014408,0.013028632186887889,0.00713493594200139,0
0.15168811414971356,0.08236690254658897,0.32640041376098416,0.15058202437756685,-0.25258545618330835,0.3997859419608193,0.9534872657296245,-0.059158877462110335,0
