zcr,rms,spec_centroid,spec_bandwidth,spec_contrast,spec_rolloff,mean,std,skew,kurtosis,mfcc_1,mfcc_2,mfcc_3,speaker
1.072609046321152,1.0311922779581095,1.268749662469738,0.5325157447685651,0.39180007115469945,0.9066966465330681,0.08791457115860828,0.9390247576258697,0.6386365380922793,0.7483678739305402,1.020379654456522,0.2576156455384266,-1.0219059351208828,0
0.16856107475900536,1.6574170264232535,1.1905939824105312,0.746327758650766,0.1264755794663139,0.7950818186670229,3.696721949607419,1.4065974208806196,0.17316909955813325,1.1725676182921658,0.8671273161011174,0.1496119181448186,0.7908364014054233,0
0.7525561062252695,0.14815032509345266,1.2383651657247836,0.5151258345937973,0.200973587108314,1.3435052417806757,-0.2836030456687191,0.12472899456862487,0.8067838970341937,0.5824515694157105,0.47044642957860755,0.3971606870583084,-0.5252836563955806,0
0.7822805366982104,0.6198128662368523,0.7000239898498156,0.2518519099078967,0.26678008563116595,0.38087651214484397,0.6983506794131105,0.4492306286836165,0.8341803066807193,0.7770823662617304,0.37817414794895177,0.6276076293824224,-0.3132190015820773,0
1.7134613766569395,1.1580605276023062,1.816402155300162,0.757290402121617,0.22620449150753313,1.5593003652557578,0.2089965254043822,1.2232721046382218,0.14778173484810955,-0.03218273783080038,0.8560574329808776,0.00809435515139055,-1.140831132462228,0
0.7799520916815258,0.7286541362003173,0.9141558978446984,0.6787140170187438,0.6031749507962294,0.5024803072453783,-0.21908105297958158,0.4717368153959494,0.2885292821209129,-0.048009274112053156,0.614080992362181,0.6222939526785136,-0.03791134111636242,0
0.46099267996053006,0.21370009398161843,0.6247666536089073,0.011768355963595694,0.3521990108914485,0.45784570906058875,-0.6238053194940779,0.1816702604787133,0.7675228019421735,0.5272856099673383,0.39870976633366556,0.8082589598978114,-0.7117902016381731,0
1.2566786755088422,0.745003823833325,1.0710505320448043,0.6435337036210719,0.3728648674118481,0.7600537609856569,0.28265583765304186,0.6302912800175559,1.1321455068518544,1.5715418261189578,0.7476629933401435,0.6841631561295047,-0.32942274494211327,0
0.7880178198542469,0.43081250927176407,0.8508689376915467,0.31091397665547826,0.5880116669539917,0.5773014430948042,0.09443710827945098,0.4510816459887766,0.5906320431677275,0.7170477400390446,0.5624609783646637,0.2261242837195915,-0.17786154412505858,0
1.1711044123011776,0.7932925587239473,0.7591567378728764,0.4197789836229619,0.39480868980659867,0.28085232296516927,0.9717099817093946,0.6893940009953601,0.9283272869214467,1.607636868884183,0.7979775451179607,0.6663747826479951,-0.392243089716258,0
-0.059240416146266385,0.859811931344801,0.21538555252420197,0.029051286536630347,0.40776010906498567,-0.11094209137879134,-0.7584619954860686,0.7805567502272867,0.28546112139862667,0.21040476291389018,0.4226992745715529,-0.013361350234657387,0.21765217484843583,0
0.8188408790166453,0.8264061854899344,1.104147546523429,0.807214400755057,0.5117232938672102,0.7771096911435427,-0.15626067218289352,0.5834776328061317,0.7532406992519703,0.5429960344306258,0.7917468352319569,0.673425788711254,-0.27464540709508517,0
